CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19056596,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,900 GILMAN ST,2019-10-05 23:21:00,37.879677,-122.299779,Saturday
19048824,BURGLARY AUTO,BURGLARY - VEHICLE,100 SPINNAKER WY,2019-08-31 09:00:00,37.870287,-122.316238,Saturday
19092473,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SHATTUCK AV,2019-11-09 18:00:00,37.873687,-122.268616,Saturday
19041012,THEFT MISD. (UNDER $950),LARCENY,1400 UNIVERSITY AV,2019-07-27 08:29:00,37.870054,-122.284263,Saturday
19048799,BURGLARY AUTO,BURGLARY - VEHICLE,600 ENSENADA AVE,2019-08-31 02:00:00,37.895601,-122.285524,Saturday
19045615,ASSAULT/BATTERY FEL.,ASSAULT,2100 MARTIN LUTHER KING JR WY,2019-08-17 07:26:00,37.869688,-122.272805,Saturday
19039677,ROBBERY,ROBBERY,1400 UNIVERSITY AV,2019-07-20 21:25:00,37.870054,-122.284263,Saturday
19053325,VANDALISM,VANDALISM,1900 SAN PABLO AV,2019-09-21 02:00:00,37.870205,-122.292581,Saturday
19050685,THEFT FELONY (OVER $950),LARCENY,OXFORD STREET & HEARST AV,2019-09-07 19:00:00,37.87413,-122.26636,Saturday
19092670,BURGLARY AUTO,BURGLARY - VEHICLE,2000 FRANCISCO ST,2019-11-30 18:00:00,37.875391,-122.271141,Saturday
19092275,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1000 DELAWARE ST,2019-10-05 10:45:00,37.871265,-122.295043,Saturday
19091815,THEFT FELONY (OVER $950),LARCENY,900 JONES ST,2019-08-31 23:05:00,37.875505,-122.298797,Saturday
19092289,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AV,2019-10-19 21:30:00,37.867176,-122.267802,Saturday
19092282,BURGLARY AUTO,BURGLARY - VEHICLE,2600 TELEGRAPH AV,2019-10-19 20:30:00,37.862927,-122.258784,Saturday
19053320,DOMESTIC VIOLENCE,FAMILY OFFENSE,ACTON STREET & BERKELEY WY,2019-09-21 10:59:00,37.870881,-122.284399,Saturday
19092355,BURGLARY AUTO,BURGLARY - VEHICLE,6TH STREET & HARRISON ST,2019-10-26 20:00:00,37.881142,-122.30191,Saturday
19067963,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SAN PABLO AV,2019-11-30 14:00:00,37.870205,-122.292581,Saturday
19091385,BURGLARY AUTO,BURGLARY - VEHICLE,ADDISON STREET & 4TH ST,2019-07-13 03:45:00,37.866253,-122.299483,Saturday
19050433,THEFT MISD. (UNDER $950),LARCENY,"37.8655260000000000, -122.2595230000000000",2019-08-31 21:16:00,,,Saturday
19058459,THEFT MISD. (UNDER $950),LARCENY,1900 ALLSTON WAY,2019-08-24 10:12:00,37.868785,-122.272701,Saturday
19048755,BURGLARY AUTO,BURGLARY - VEHICLE,1600 POSEN AVE,2019-08-31 01:10:00,37.884732,-122.280918,Saturday
19063901,BURGLARY AUTO,BURGLARY - VEHICLE,1400 SAN PABLO AV,2019-11-09 19:24:00,37.878722,-122.295312,Saturday
19038165,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 SHATTUCK AV,2019-07-13 19:10:00,37.8719,-122.268389,Saturday
19055020,IDENTITY THEFT,FRAUD,GILMAN STREET & EASTSHORE HW,2019-09-28 21:00:00,37.878312,-122.306543,Saturday
19035382,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 SOLANO AV,2019-06-29 05:28:00,37.891095,-122.284247,Saturday
19092003,BURGLARY AUTO,BURGLARY - VEHICLE,BERKELEY WY & MILVIA ST,2019-09-21 20:00:00,37.872691,-122.270741,Saturday
19048971,2ND RESPONSE,NOISE VIOLATION,2500 BENVENUE AV,2019-08-31 22:43:00,37.865535,-122.255235,Saturday
19091942,BURGLARY AUTO,BURGLARY - VEHICLE,3300 ADELINE ST,2019-09-14 13:35:00,37.848292,-122.271773,Saturday
19048833,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AV,2019-08-31 10:12:00,37.867513,-122.26127,Saturday
19059442,DISTURBANCE,DISORDERLY CONDUCT,1400 OREGON ST,2019-10-19 14:53:00,37.855793,-122.281493,Saturday
19062399,BURGLARY AUTO,BURGLARY - VEHICLE,1300 UNIVERSITY AV,2019-11-02 11:10:00,37.869764,-122.28655,Saturday
19065312,NARCOTICS,DRUG VIOLATION,EAST I80 OFFRAMP &GILMAN ST,2019-11-16 17:19:00,,,Saturday
19092331,BURGLARY AUTO,BURGLARY - VEHICLE,2680 BANCROFT WAY,2019-10-19 22:00:00,37.869229,-122.255004,Saturday
19045661,THEFT MISD. (UNDER $950),LARCENY,2500 SHATTUCK AV,2019-08-17 11:20:00,37.863811,-122.267412,Saturday
19048276,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-08-17 17:00:00,37.863611,-122.317566,Saturday
19059582,BURGLARY AUTO,BURGLARY - VEHICLE,2200 BROWNING ST,2019-10-19 18:00:00,37.866594,-122.287944,Saturday
19042579,THEFT MISD. (UNDER $950),LARCENY,1800 UNIVERSITY AV,2019-08-03 09:00:00,37.871246,-122.274991,Saturday
19091445,THEFT FELONY (OVER $950),LARCENY,1900 HOPKINS ST,2019-07-20 03:45:00,37.885541,-122.274771,Saturday
19056844,VANDALISM,VANDALISM,900 GILMAN ST,2019-10-05 00:01:00,37.879677,-122.299779,Saturday
19051906,ASSAULT/BATTERY FEL.,ASSAULT,1200 8TH ST,2019-09-14 19:15:00,37.881694,-122.299791,Saturday
19092515,THEFT MISD. (UNDER $950),LARCENY,2500 BUENA VISTA WAY,2019-11-02 18:00:00,37.880458,-122.261293,Saturday
19044020,DISTURBANCE,DISORDERLY CONDUCT,2700 CHANNING WY,2019-08-10 00:49:00,37.867491,-122.254054,Saturday
19045760,VEHICLE RECOVERED,RECOVERED VEHICLE,1500 STUART ST,2019-08-17 21:33:00,37.856968,-122.279544,Saturday
19040991,BURGLARY AUTO,BURGLARY - VEHICLE,2400 SAN PABLO AV,2019-07-27 11:40:00,37.862512,-122.290094,Saturday
19091606,IDENTITY THEFT,FRAUD,2700 LE CONTE AVE,2019-08-03 06:30:00,37.877388,-122.256872,Saturday
19036656,THEFT MISD. (UNDER $950),LARCENY,2100 DERBY ST,2019-07-06 07:05:00,37.860366,-122.266802,Saturday
19059578,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 GLEN AVE,2019-10-19 17:00:00,37.88637,-122.26434,Saturday
19042559,NARCOTICS,DRUG VIOLATION,HEARST AV & SAN PABLO AV,2019-08-03 14:25:00,37.8704,-122.292644,Saturday
19055121,THEFT FELONY (OVER $950),LARCENY,GRANT STREET & DELAWARE ST,2019-09-28 21:30:00,37.873921,-122.275577,Saturday
19041375,FRAUD/FORGERY,FRAUD,2400 CALIFORNIA ST,2019-07-27 15:00:00,37.864301,-122.279118,Saturday
19069453,BURGLARY AUTO,BURGLARY - VEHICLE,COLLEGE AV & WEBSTER ST,2019-12-07 19:35:00,37.856063,-122.252952,Saturday
19069411,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,2019-12-07 18:00:00,37.857377,-122.268709,Saturday
19091741,THEFT MISD. (UNDER $950),LARCENY,2800 GRANT ST,2019-08-17 16:30:00,37.857647,-122.273145,Saturday
19039697,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AV,2019-07-20 23:35:00,37.881957,-122.269551,Saturday
19065387,THEFT MISD. (UNDER $950),LARCENY,2800 CALIFORNIA ST,2019-11-16 22:00:00,37.857216,-122.277614,Saturday
19091944,VANDALISM,VANDALISM,1000 GILMAN ST,2019-09-14 15:30:00,37.88014,-122.297498,Saturday
19055031,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-09-28 20:45:00,37.863611,-122.317566,Saturday
19091565,BURGLARY AUTO,BURGLARY - VEHICLE,CENTER ST,2019-08-03 21:45:00,,,Saturday
19038141,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2900 DEAKIN ST,2019-07-13 03:30:00,37.857254,-122.262649,Saturday
19053739,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 63RD ST,2019-09-21 21:30:00,37.847281,-122.27545,Saturday
19091949,VANDALISM,VANDALISM,HEARST AV & HENRY ST,2019-09-14 20:00:00,37.873745,-122.269775,Saturday
19047310,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 ASHBY AV,2019-08-24 16:00:00,37.856755,-122.255249,Saturday
19053419,DOMESTIC VIOLENCE,FAMILY OFFENSE,DWIGHT WY & BYRON ST,2019-09-21 18:09:00,37.861204,-122.288752,Saturday
19050340,ARSON,ARSON,3300 CALIFORNIA ST,2019-09-07 21:10:00,37.847838,-122.275741,Saturday
19091863,IDENTITY THEFT,FRAUD,500 OAKVALE AV,2019-08-31 14:35:00,,,Saturday
19055061,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 SAN LORENZO AVE,2019-09-28 17:00:00,37.892804,-122.285696,Saturday
19091799,THEFT FELONY (OVER $950),LARCENY,2400 BLAKE ST,2019-08-24 10:00:00,37.863963,-122.260546,Saturday
19067882,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 PIEDMONT AV,2019-11-30 00:10:00,37.869839,-122.252365,Saturday
19054970,THEFT MISD. (UNDER $950),LARCENY,3000 CLAREMONT AV,2019-09-28 16:40:00,37.855824,-122.247116,Saturday
19058789,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2700 HEARST AV,2019-10-12 13:30:00,37.87561,-122.256143,Saturday
19091564,VANDALISM,VANDALISM,2200 SHATTUCK AV,2019-07-27 16:20:00,37.869363,-122.268028,Saturday
19050210,DOMESTIC VIOLENCE,FAMILY OFFENSE,UNIVERSITY AV & BONAR ST,2019-09-07 06:57:00,37.869642,-122.287492,Saturday
19091597,BURGLARY AUTO,BURGLARY - VEHICLE,1400 KAINS AVE,2019-08-03 00:45:00,37.878772,-122.294276,Saturday
19070925,THEFT MISD. (UNDER $950),LARCENY,600 COLUSA AV,2019-12-14 18:00:00,37.896429,-122.285145,Saturday
19057035,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,800 COLUSA AV,2019-10-05 18:30:00,37.893696,-122.281105,Saturday
19045858,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,,2019-08-17 15:30:00,,,Saturday
19038203,THEFT MISD. (UNDER $950),LARCENY,TUNNEL ROAD & DOMINGO AV,2019-07-13 22:14:00,37.858079,-122.243865,Saturday
19050206,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 RUSSELL ST,2019-09-07 04:10:00,37.858783,-122.248189,Saturday
19040728,THEFT MISD. (UNDER $950),LARCENY,900 VIRGINIA ST,2019-07-20 12:00:00,37.872545,-122.298043,Saturday
19056312,2ND RESPONSE,NOISE VIOLATION,2400 WARRING ST,2019-10-05 00:05:00,37.867708,-122.250801,Saturday
19092743,BURGLARY AUTO,BURGLARY - VEHICLE,HEARST AV & 4TH ST,2019-12-07 09:08:00,37.868878,-122.300284,Saturday
19070585,MISSING ADULT,MISSING PERSON,2100 MARTIN LUTHER KING JR,2019-07-13 17:13:00,37.869688,-122.272805,Saturday
19050452,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 GRIZZLY PEAK BL,2019-09-07 23:00:00,37.898168,-122.262253,Saturday
19036676,THEFT MISD. (UNDER $950),LARCENY,1800 UNIVERSITY AV,2019-07-06 09:57:00,37.871246,-122.274991,Saturday
19069284,NARCOTICS,DRUG VIOLATION,EASTSHORE HW & GILMAN ST,2019-12-07 01:43:00,37.878312,-122.306543,Saturday
19053315,DOMESTIC VIOLENCE,FAMILY OFFENSE,1000 DWIGHT WY,2019-09-21 10:19:00,37.860732,-122.291369,Saturday
19035536,NARCOTICS,DRUG VIOLATION,FULTON STREET & CHANNING WY,2019-06-29 21:43:00,37.866037,-122.265618,Saturday
19044336,BURGLARY AUTO,BURGLARY - VEHICLE,1100 HARRISON ST,2019-08-10 08:00:00,37.882279,-122.296321,Saturday
19069408,BRANDISHING,WEAPONS OFFENSE,DWIGHT WY & HILLEGASS AV,2019-12-07 18:50:00,37.865374,-122.256511,Saturday
19061012,ROBBERY,ROBBERY,2400 DERBY ST,2019-10-26 22:18:00,37.861285,-122.259979,Saturday
19063560,ASSAULT/BATTERY FEL.,ASSAULT,1500 TYLER ST,2019-10-26 00:01:00,37.852422,-122.278571,Saturday
19052614,FRAUD/FORGERY,FRAUD,2400 DURANT AVE,2019-09-07 16:27:00,37.867513,-122.26127,Saturday
19035474,DOMESTIC VIOLENCE,FAMILY OFFENSE,1500 ALCATRAZ AV,2019-06-29 16:30:00,37.847908,-122.277685,Saturday
19092548,IDENTITY THEFT,FRAUD,3100 COLLEGE AVE,2019-11-16 12:40:00,37.853665,-122.252715,Saturday
19036762,GUN/WEAPON,WEAPONS OFFENSE,1200 BURNETT ST,2019-07-06 15:58:00,37.853008,-122.286877,Saturday
19051966,DOMESTIC VIOLENCE,FAMILY OFFENSE,1100 DELAWARE ST,2019-09-14 23:30:00,37.871689,-122.292898,Saturday
19048936,VANDALISM,VANDALISM,1200 ASHBY AV,2019-08-31 20:20:00,37.852211,-122.286336,Saturday
19044108,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2800 MILVIA ST,2019-08-10 12:55:00,37.857592,-122.269186,Saturday
19067885,BURGLARY AUTO,BURGLARY - VEHICLE,2600 SAN PABLO AV,2019-11-30 00:30:00,37.859184,-122.289022,Saturday
19053350,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,900 PARDEE ST,2019-09-21 10:00:00,37.856073,-122.292735,Saturday
19044100,THEFT MISD. (UNDER $950),LARCENY,2400 BYRON ST,2019-08-10 04:00:00,37.862994,-122.289129,Saturday
19070929,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2700 HILLEGASS AVE,2019-12-14 20:00:00,37.860766,-122.255895,Saturday
19040941,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 BONAR ST,2019-07-27 02:12:00,37.868747,-122.287342,Saturday
19091555,BURGLARY AUTO,BURGLARY - VEHICLE,2200 HASTE ST,2019-08-03 19:15:00,37.865141,-122.265441,Saturday
19063806,ROBBERY,ROBBERY,2200 HASTE ST,2019-11-09 12:30:00,37.865141,-122.265441,Saturday
19092819,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,2019-12-14 20:15:00,37.855435,-122.259841,Saturday
19039743,VANDALISM,VANDALISM,1100 COWPER ST,2019-07-20 18:00:00,37.86727,-122.291472,Saturday
19038321,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1100 SAN PABLO AV,2019-07-13 22:00:00,37.883948,-122.296991,Saturday
19066763,ROBBERY,ROBBERY,FRANKLIN STREET &OHLONE GREENWAY,2019-11-23 19:15:00,,,Saturday
19067910,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-11-30 08:27:00,37.873687,-122.268616,Saturday
19091832,VANDALISM,VANDALISM,1900 SHATTUCK AV,2019-09-07 19:00:00,37.873687,-122.268616,Saturday
19091970,THEFT MISD. (UNDER $950),LARCENY,2100 DURANT AV,2019-09-14 23:45:00,37.866739,-122.267299,Saturday
19039919,VANDALISM,VANDALISM,2400 MARTIN LUTHER KING JR WY,2019-07-20 00:01:00,37.865059,-122.272291,Saturday
19091393,THEFT MISD. (UNDER $950),LARCENY,700 KEELER AV,2019-07-13 18:00:00,37.899211,-122.264973,Saturday
19047259,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2700 MILVIA ST,2019-08-24 14:22:00,37.860225,-122.269453,Saturday
19091948,BURGLARY AUTO,BURGLARY - VEHICLE,2000 MILVIA ST,2019-09-14 11:40:00,37.871461,-122.270706,Saturday
19056405,THEFT FELONY (OVER $950),LARCENY,3200 COLLEGE AV,2019-10-05 11:36:00,37.851038,-122.252448,Saturday
19039669,FRAUD/FORGERY,FRAUD,ALLSTON WY & JEFFERSON AV,2019-07-20 16:03:00,37.868058,-122.278332,Saturday
19055817,SEXUAL ASSAULT MISD.,SEX CRIME,2100 MARTIN LUTHER KING JR WY,2019-07-06 09:00:00,37.869688,-122.272805,Saturday
19091748,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 ADDISON ST,2019-08-24 23:42:00,37.870639,-122.272468,Saturday
19066725,DISTURBANCE,DISORDERLY CONDUCT,,2019-11-23 15:41:00,,,Saturday
19092478,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DURANT AV,2019-11-09 19:30:00,37.866426,-122.269762,Saturday
19065169,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,BOWDITCH STREET & CHANNING WY,2019-11-16 02:06:00,37.867209,-122.256554,Saturday
19045773,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 BERKELEY WAY,2019-08-17 22:32:00,37.870592,-122.286613,Saturday
19050223,VANDALISM,VANDALISM,2100 SHATTUCK AV,2019-09-07 09:10:00,37.871167,-122.268285,Saturday
19066659,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2019-11-23 09:45:00,37.858116,-122.268002,Saturday
19091624,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-08-10 12:00:00,37.865511,-122.309967,Saturday
19048927,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1210 GRIZZLY PEAK,2019-08-31 19:50:00,37.88966,-122.252102,Saturday
19038754,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 DERBY ST,2019-07-13 00:01:00,37.860366,-122.266802,Saturday
19067957,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AV & ADDISON ST,2019-11-30 11:15:00,37.871167,-122.268285,Saturday
19045717,BURGLARY AUTO,BURGLARY - VEHICLE,2100 HASTE ST,2019-08-17 17:10:00,37.864908,-122.267289,Saturday
19092714,THEFT MISD. (UNDER $950),LARCENY,2200 ASHBY AVE,2019-11-30 11:25:00,37.855684,-122.263491,Saturday
19063998,THEFT MISD. (UNDER $950),LARCENY,1600 EUCLID AV,2019-11-02 16:30:00,37.879226,-122.260975,Saturday
19092066,BURGLARY AUTO,BURGLARY - VEHICLE,2100 OXFORD ST,2019-09-28 09:00:00,37.87091,-122.265993,Saturday
19091625,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 OREGON ST,2019-08-10 10:15:00,37.856078,-122.279311,Saturday
19046088,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 DURANT AV,2019-08-17 00:20:00,37.867852,-122.258699,Saturday
19041335,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2500 NINTH ST,2019-07-27 23:00:00,37.860116,-122.29166,Saturday
19092818,BURGLARY AUTO,BURGLARY - VEHICLE,1900 ADDISON ST,2019-12-14 15:09:00,37.870639,-122.272468,Saturday
19059424,IDENTITY THEFT,FRAUD,ASHBY AV & OTIS ST,2019-10-19 14:20:00,37.854427,-122.270006,Saturday
19054934,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 PARKER ST,2019-09-28 04:20:00,37.859364,-122.288914,Saturday
19050423,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 EUCLID AVE,2019-09-07 21:00:00,37.895076,-122.264743,Saturday
19045592,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 TELEGRAPH AV,2019-08-17 01:21:00,37.868714,-122.259189,Saturday
19091707,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SACRAMENTO ST,2019-07-06 02:00:00,37.865816,-122.281601,Saturday
19060972,THEFT MISD. (UNDER $950),LARCENY,1200 5TH ST,2019-10-26 17:28:00,37.880756,-122.303056,Saturday
19055050,ASSAULT/BATTERY MISD.,ASSAULT,2400 CHANNING WY,2019-09-28 23:40:00,37.866622,-122.26108,Saturday
19041393,FRAUD/FORGERY,FRAUD,1600 MARTIN LUTHER KING JR WY,2019-07-27 14:00:00,37.877696,-122.273684,Saturday
19065336,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1700 OREGON ST,2019-11-16 17:00:00,37.856595,-122.275065,Saturday
19057731,IDENTITY THEFT,FRAUD,1100 GLEN AV,2019-10-05 00:01:00,37.887747,-122.264514,Saturday
19059481,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,2019-10-19 19:08:00,37.88014,-122.297498,Saturday
19037265,DISTURBANCE,DISORDERLY CONDUCT,1900 BONITA AV,2019-07-06 00:00:00,37.873454,-122.27209,Saturday
19036728,ROBBERY,ROBBERY,1900 SAN PABLO AV,2019-07-06 15:54:00,37.870205,-122.292581,Saturday
19053407,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,2019-09-21 16:00:00,37.862817,-122.298359,Saturday
19041114,NARCOTICS,DRUG VIOLATION,1700 SPRUCE ST,2019-07-27 23:22:00,37.876921,-122.265567,Saturday
19055094,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 MILLER AVE,2019-09-28 15:00:00,37.892004,-122.256774,Saturday
19047294,VEHICLE RECOVERED,RECOVERED VEHICLE,PIEDMONT AV & WEBSTER ST,2019-08-24 19:14:00,37.855938,-122.250539,Saturday
19058101,THEFT FROM AUTO,LARCENY - FROM VEHICLE,100 FAIRLAWN DR,2019-10-12 19:00:00,37.886401,-122.251877,Saturday
19049384,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1400 SAN PABLO AV,2019-08-31 17:00:00,37.878722,-122.295312,Saturday
19048873,THEFT MISD. (UNDER $950),LARCENY,800 GILMAN ST,2019-08-31 14:44:00,37.879129,-122.302478,Saturday
19092476,BURGLARY AUTO,BURGLARY - VEHICLE,2600 DWIGHT WY,2019-11-09 22:45:00,37.86542,-122.25618,Saturday
19091381,VANDALISM,VANDALISM,2100 KITTREDGE ST,2019-07-13 13:45:00,37.868512,-122.26781,Saturday
19059462,THEFT FELONY (OVER $950),LARCENY,2100 OXFORD ST,2019-10-19 18:46:00,37.87091,-122.265993,Saturday
19059510,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,MARTIN LUTHER KING JR WY & RUSSELL ST,2019-10-19 22:29:00,37.856132,-122.271292,Saturday
19040132,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,,2019-07-20 08:00:00,,,Saturday
19092413,THEFT MISD. (UNDER $950),LARCENY,2200 BLAKE ST,2019-10-19 00:25:00,37.863353,-122.265053,Saturday
19054959,THEFT FROM PERSON,LARCENY,ALCATRAZ AV & ELLIS ST,2019-09-28 15:55:00,37.848585,-122.272612,Saturday
19054831,DISTURBANCE,DISORDERLY CONDUCT,2300 SACRAMENTO ST,2019-09-28 02:01:00,37.865816,-122.281601,Saturday
19065320,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3100 COLLEGE AV,2019-11-16 17:53:00,37.853665,-122.252715,Saturday
19059416,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3100 KING ST,2019-10-19 13:40:00,37.851928,-122.274017,Saturday
19042685,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HAROLD WY & KITTREDGE ST,2019-08-03 22:00:00,37.868325,-122.269125,Saturday
19062449,THEFT MISD. (UNDER $950),LARCENY,1200 5TH ST,2019-11-02 17:20:00,37.880756,-122.303056,Saturday
19092678,IDENTITY THEFT,FRAUD,2300 DERBY ST,2019-11-02 15:35:00,37.860993,-122.262104,Saturday
19044228,ASSAULT/BATTERY MISD.,ASSAULT,UNIVERSITY AVENUE &FRONTAGE,2019-08-10 22:51:00,,,Saturday
19051113,VEHICLE STOLEN,MOTOR VEHICLE THEFT,BONAR STREET & UNIVERSITY AV,2019-09-07 18:40:00,37.869642,-122.287492,Saturday
19092064,BURGLARY AUTO,BURGLARY - VEHICLE,1050 GILMAN AVE,2019-09-28 14:00:00,37.880312,-122.296641,Saturday
19053416,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 UNIVERSITY AV,2019-09-21 17:40:00,37.871828,-122.270516,Saturday
19068032,VEHICLE STOLEN,MOTOR VEHICLE THEFT,RUSSELL STREET & GRANT ST,2019-11-30 21:30:00,37.855924,-122.272797,Saturday
19092826,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BL,2019-12-14 17:30:00,37.868667,-122.313656,Saturday
19063908,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 MARTIN LUTHER KING JR WY,2019-11-09 22:06:00,37.869688,-122.272805,Saturday
19039552,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-07-20 10:08:00,37.871167,-122.268285,Saturday
19057912,NARCOTICS,DRUG VIOLATION,2400 SAN PABLO AV,2019-10-12 13:58:00,37.862512,-122.290094,Saturday
19091496,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-07-27 12:50:00,37.880228,-122.295798,Saturday
19045861,ROBBERY,ROBBERY,3000 ADELINE ST,2019-08-17 18:00:00,37.85488,-122.269079,Saturday
19036807,DISTURBANCE,DISORDERLY CONDUCT,1800 DELAWARE ST,2019-07-06 23:38:00,37.873921,-122.275577,Saturday
19059989,BURGLARY AUTO,BURGLARY - VEHICLE,801 REGAL,2019-10-12 21:00:00,37.894836,-122.268351,Saturday
19035412,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 BANCROFT WY,2019-06-29 00:00:00,37.864677,-122.290292,Saturday
19070716,DISTURBANCE,DISORDERLY CONDUCT,900 GRAYSON ST,2019-12-14 04:51:00,37.855317,-122.292357,Saturday
19038147,ROBBERY,ROBBERY,2400 DURANT AV,2019-07-13 16:50:00,37.867513,-122.26127,Saturday
19049077,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 NINTH ST,2019-08-31 23:00:00,37.865793,-122.293498,Saturday
19063751,ASSAULT/BATTERY MISD.,ASSAULT,2600 DURANT AV,2019-11-09 03:00:00,37.868164,-122.256314,Saturday
19058385,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 BLAKE ST,2019-10-12 18:00:00,37.863646,-122.262822,Saturday
19065229,ASSAULT/BATTERY MISD.,ASSAULT,600 HEARST AV,2019-11-16 10:50:00,37.868334,-122.303753,Saturday
19092138,VANDALISM,VANDALISM,1700 CEDAR ST,2019-09-21 18:00:00,37.877269,-122.277968,Saturday
19092486,BURGLARY AUTO,BURGLARY - VEHICLE,HILLEGASS AVE,2019-11-09 01:00:00,,,Saturday
19044172,ASSAULT/BATTERY MISD.,ASSAULT,2300 TELEGRAPH AV,2019-08-10 15:45:00,37.868714,-122.259189,Saturday
19056549,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 UNIVERSITY AVE,2019-09-28 19:30:00,37.868263,-122.296013,Saturday
19092539,BURGLARY AUTO,BURGLARY - VEHICLE,1500 SHATTUCK AV,2019-11-09 01:30:00,37.880227,-122.26936,Saturday
19058300,THEFT FROM PERSON,LARCENY,ALCATRAZ AV & COLLEGE AV,2019-10-12 21:45:00,37.851263,-122.252477,Saturday
19061023,DISTURBANCE,DISORDERLY CONDUCT,2300 NINTH ST,2019-10-26 23:01:00,37.864109,-122.292948,Saturday
19092853,THEFT MISD. (UNDER $950),LARCENY,2100 HASTE ST,2019-12-14 19:00:00,37.864908,-122.267289,Saturday
19091388,BURGLARY AUTO,BURGLARY - VEHICLE,800 CONTRA COSTA AV,2019-07-13 22:30:00,37.894483,-122.276085,Saturday
19091321,BURGLARY AUTO,BURGLARY - VEHICLE,801 BOLIVAR DR,2019-07-06 08:30:00,37.862928,-122.302303,Saturday
19051187,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 4TH ST,2019-09-07 03:57:00,37.867613,-122.299898,Saturday
